"","SITE","DATE","TIME","AMPM","SPECIES","COUNT","ANTLERED","YOUNG","DATE_TIME"
"987","PM12",2016-07-30,"6:03","AM","deer",1,0,0,2016-07-30 06:03:00
"988","PM12",2016-07-30,"10:17","PM","deer",1,0,0,2016-07-30 22:17:00
"989","PM12",2016-07-31,"12:23","AM","deer",1,0,0,2016-07-31 00:23:00
"990","PM12",2016-07-28,"2:19","AM","deer",1,0,0,2016-07-28 02:19:00
"991","PM12",2016-07-31,"12:26","AM","deer",1,0,0,2016-07-31 00:26:00
"992","PM12",2016-07-31,"12:29","AM","deer",1,0,0,2016-07-31 00:29:00
"993","PM12",2016-07-31,"2:29","AM","deer",1,0,0,2016-07-31 02:29:00
"994","PM12",2016-07-31,"5:10","AM","deer",1,0,0,2016-07-31 05:10:00
"995","PM12",2016-07-31,"5:15","AM","deer",2,0,0,2016-07-31 05:15:00
"996","PM12",2016-07-31,"5:17","AM","deer",2,0,0,2016-07-31 05:17:00
"997","PM12",2016-07-31,"5:19","AM","deer",1,0,0,2016-07-31 05:19:00
"998","PM12",2016-07-31,"5:20","AM","deer",1,0,0,2016-07-31 05:20:00
"999","PM12",2016-07-31,"6:18","AM","deer",1,0,0,2016-07-31 06:18:00
"1000","PM12",2016-07-28,"2:25","AM","deer",1,0,0,2016-07-28 02:25:00
"1001","PM12",2016-07-31,"2:00","PM","deer",1,0,1,2016-07-31 14:00:00
"1002","PM12",2016-07-31,"3:55","PM","deer",1,0,1,2016-07-31 15:55:00
"1003","PM12",2016-07-31,"6:38","PM","deer",1,0,1,2016-07-31 18:38:00
"1004","PM12",2016-07-31,"8:35","PM","deer",1,0,0,2016-07-31 20:35:00
"1005","PM12",2016-07-31,"9:10","PM","deer",1,0,0,2016-07-31 21:10:00
"1006","PM12",2016-07-31,"9:11","PM","deer",1,0,0,2016-07-31 21:11:00
"1007","PM12",2016-08-01,"3:10","AM","deer",1,0,0,2016-08-01 03:10:00
"1008","PM12",2016-08-01,"5:26","AM","deer",1,0,0,2016-08-01 05:26:00
"1009","PM12",2016-08-01,"5:32","AM","deer",1,0,0,2016-08-01 05:32:00
"1010","PM12",2016-08-01,"7:09","AM","deer",1,0,0,2016-08-01 07:09:00
"1011","PM12",2016-07-28,"2:41","AM","deer",1,0,0,2016-07-28 02:41:00
"1012","PM12",2016-08-01,"6:29","PM","deer",1,0,0,2016-08-01 18:29:00
"1013","PM12",2016-08-01,"6:30","PM","deer",1,0,0,2016-08-01 18:30:00
"1014","PM12",2016-08-01,"9:50","AM","deer",1,0,0,2016-08-01 09:50:00
"1015","PM12",2016-08-02,"5:37","AM","deer",1,0,0,2016-08-02 05:37:00
"1016","PM12",2016-08-02,"5:39","AM","deer",1,0,0,2016-08-02 05:39:00
"1017","PM12",2016-08-03,"12:34","AM","deer",1,0,0,2016-08-03 00:34:00
"1018","PM12",2016-08-03,"12:40","AM","deer",1,0,0,2016-08-03 00:40:00
"1019","PM12",2016-08-03,"3:26","AM","deer",1,0,0,2016-08-03 03:26:00
"1020","PM12",2016-08-03,"3:58","AM","deer",1,0,0,2016-08-03 03:58:00
"1021","PM12",2016-07-28,"6:28","AM","deer",1,0,0,2016-07-28 06:28:00
"1022","PM12",2016-08-03,"4:02","AM","deer",1,0,0,2016-08-03 04:02:00
"1023","PM12",2016-08-03,"4:35","AM","deer",1,0,0,2016-08-03 04:35:00
"1024","PM12",2016-08-03,"6:21","AM","deer",1,0,0,2016-08-03 06:21:00
"1025","PM12",2016-08-03,"6:32","AM","deer",1,0,0,2016-08-03 06:32:00
"1026","PM12",2016-08-03,"6:34","AM","deer",1,0,0,2016-08-03 06:34:00
"1027","PM12",2016-08-03,"6:35","AM","deer",1,0,0,2016-08-03 06:35:00
"1028","PM12",2016-08-03,"8:39","PM","deer",1,0,0,2016-08-03 20:39:00
"1029","PM12",2016-08-03,"8:46","PM","deer",2,0,0,2016-08-03 20:46:00
"1030","PM12",2016-08-04,"5:34","AM","deer",2,0,0,2016-08-04 05:34:00
"1031","PM12",2016-07-28,"6:32","AM","deer",1,0,0,2016-07-28 06:32:00
"1032","PM12",2016-08-04,"5:40","AM","deer",1,0,0,2016-08-04 05:40:00
"1033","PM12",2016-08-04,"5:44","AM","deer",2,0,0,2016-08-04 05:44:00
"1034","PM12",2016-08-04,"6:49","AM","deer",1,0,0,2016-08-04 06:49:00
"1035","PM12",2016-08-04,"12:05","PM","deer",1,0,0,2016-08-04 12:05:00
"1036","PM12",2016-08-04,"12:06","PM","deer",1,0,0,2016-08-04 12:06:00
"1037","PM12",2016-08-05,"1:01","AM","deer",1,0,0,2016-08-05 01:01:00
"1038","PM12",2016-08-05,"1:21","AM","deer",1,0,0,2016-08-05 01:21:00
"1039","PM12",2016-08-05,"1:24","AM","deer",1,0,0,2016-08-05 01:24:00
"1040","PM12",2016-08-05,"2:34","AM","deer",1,0,0,2016-08-05 02:34:00
"1041","PM12",2016-07-28,"6:42","AM","deer",1,0,0,2016-07-28 06:42:00
"1042","PM12",2016-08-05,"3:20","AM","deer",1,0,0,2016-08-05 03:20:00
"1043","PM12",2016-08-05,"3:24","AM","deer",2,0,0,2016-08-05 03:24:00
"1044","PM12",2016-08-05,"3:35","AM","deer",1,0,0,2016-08-05 03:35:00
"1045","PM12",2016-08-05,"5:01","AM","deer",3,0,0,2016-08-05 05:01:00
"1046","PM12",2016-08-05,"3:36","AM","deer",2,0,0,2016-08-05 03:36:00
"1047","PM12",2016-08-05,"5:06","AM","deer",1,0,0,2016-08-05 05:06:00
"1048","PM12",2016-08-05,"5:13","AM","deer",1,0,0,2016-08-05 05:13:00
"1049","PM12",2016-08-05,"7:23","PM","deer",2,0,0,2016-08-05 19:23:00
"1050","PM12",2016-08-05,"7:24","PM","deer",2,0,1,2016-08-05 19:24:00
"1051","PM12",2016-08-05,"9:07","PM","deer",1,0,0,2016-08-05 21:07:00
"1052","PM12",2016-08-06,"3:20","AM","deer",1,0,0,2016-08-06 03:20:00
"1053","PM12",2016-08-06,"3:26","AM","deer",1,0,0,2016-08-06 03:26:00
"1054","PM12",2016-08-06,"5:03","AM","deer",2,0,0,2016-08-06 05:03:00
"1055","PM12",2016-08-06,"6:28","PM","deer",1,0,0,2016-08-06 18:28:00
"1056","PM12",2016-08-06,"7:07","AM","deer",2,0,1,2016-08-06 07:07:00
"1057","PM12",2016-08-06,"12:51","PM","deer",1,0,1,2016-08-06 12:51:00
"1058","PM12",2016-08-06,"3:47","PM","deer",1,0,1,2016-08-06 15:47:00
"1059","PM12",2016-06-30,"5:33","AM","deer",1,0,0,2016-06-30 05:33:00
"1060","PM12",2016-07-15,"10:01","PM","deer",1,0,0,2016-07-15 22:01:00
"1061","PM12",2016-07-15,"10:18","PM","deer",1,0,0,2016-07-15 22:18:00
"1062","PM12",2016-07-15,"10:25","PM","deer",1,0,0,2016-07-15 22:25:00
"1063","PM12",2016-07-16,"7:08","AM","deer",1,0,0,2016-07-16 07:08:00
"1064","PM12",2016-07-16,"7:14","AM","deer",1,0,0,2016-07-16 07:14:00
"1065","PM12",2016-07-16,"5:39","PM","deer",1,0,1,2016-07-16 17:39:00
"1066","PM12",2016-06-30,"5:37","AM","deer",1,0,0,2016-06-30 05:37:00
"1067","PM12",2016-07-16,"5:40","PM","deer",1,0,0,2016-07-16 17:40:00
"1068","PM12",2016-07-16,"5:42","PM","deer",1,0,0,2016-07-16 17:42:00
"1069","PM12",2016-07-16,"11:02","PM","deer",1,0,0,2016-07-16 23:02:00
"1070","PM12",2016-07-17,"1:23","AM","deer",1,0,0,2016-07-17 01:23:00
"1071","PM12",2016-07-17,"1:24","AM","deer",1,0,0,2016-07-17 01:24:00
"1072","PM12",2016-07-17,"1:59","AM","deer",1,0,0,2016-07-17 01:59:00
"1073","PM12",2016-07-17,"2:55","AM","deer",2,0,0,2016-07-17 02:55:00
"1074","PM12",2016-07-18,"2:30","AM","deer",1,0,0,2016-07-18 02:30:00
"1075","PM12",2016-07-18,"4:45","AM","deer",1,0,0,2016-07-18 04:45:00
"1076","PM12",2016-07-18,"5:21","AM","deer",1,0,0,2016-07-18 05:21:00
"1077","PM12",2016-07-18,"5:47","AM","deer",2,0,0,2016-07-18 05:47:00
"1078","PM12",2016-07-18,"9:06","PM","deer",1,0,0,2016-07-18 21:06:00
"1079","PM12",2016-07-19,"6:18","AM","deer",1,0,0,2016-07-19 06:18:00
"1080","PM12",2016-07-19,"9:57","PM","deer",1,0,0,2016-07-19 21:57:00
"1081","PM12",2016-07-20,"12:28","AM","deer",1,0,0,2016-07-20 00:28:00
"1082","PM12",2016-07-20,"10:20","PM","deer",1,0,0,2016-07-20 22:20:00
"1083","PM12",2016-07-20,"11:29","PM","deer",1,0,0,2016-07-20 23:29:00
"1084","PM12",2016-06-30,"5:43","AM","deer",1,0,0,2016-06-30 05:43:00
"1085","PM12",2016-07-21,"3:48","AM","deer",1,0,0,2016-07-21 03:48:00
"1086","PM12",2016-07-21,"3:49","AM","deer",1,0,0,2016-07-21 03:49:00
"1087","PM12",2016-07-21,"3:55","AM","deer",1,0,0,2016-07-21 03:55:00
"1088","PM12",2016-07-21,"8:56","PM","deer",2,0,0,2016-07-21 20:56:00
"1089","PM12",2016-07-21,"8:57","PM","deer",1,0,0,2016-07-21 20:57:00
"1090","PM12",2016-07-21,"9:03","PM","deer",1,0,0,2016-07-21 21:03:00
"1091","PM12",2016-07-22,"1:40","AM","deer",1,0,0,2016-07-22 01:40:00
"1092","PM12",2016-07-22,"2:54","AM","deer",1,0,0,2016-07-22 02:54:00
"1093","PM12",2016-07-23,"6:30","AM","deer",1,0,0,2016-07-23 06:30:00
"1094","PM12",2016-07-23,"6:32","AM","deer",1,0,0,2016-07-23 06:32:00
"1095","PM12",2016-06-30,"5:55","PM","deer",1,0,0,2016-06-30 17:55:00
"1096","PM12",2016-07-23,"6:32","AM","deer",2,0,2,2016-07-23 06:32:00
"1098","PM12",2016-07-26,"11:35","PM","deer",1,0,0,2016-07-26 23:35:00
"1099","PM12",2016-07-27,"5:10","AM","deer",1,0,0,2016-07-27 05:10:00
"1101","PM12",2016-07-27,"6:17","AM","deer",1,0,0,2016-07-27 06:17:00
"1102","PM12",2016-07-27,"6:38","AM","deer",1,0,0,2016-07-27 06:38:00
"1103","PM12",2016-07-27,"6:39","AM","deer",2,0,1,2016-07-27 06:39:00
"1104","PM12",2016-07-27,"6:41","AM","deer",2,0,0,2016-07-27 06:41:00
"1105","PM12",2016-06-30,"5:57","PM","deer",1,0,0,2016-06-30 17:57:00
"1106","PM12",2016-07-27,"6:42","AM","deer",2,0,0,2016-07-27 06:42:00
"1107","PM12",2016-06-30,"5:58","PM","deer",1,0,0,2016-06-30 17:58:00
"1108","PM12",2016-06-30,"8:47","PM","deer",1,0,0,2016-06-30 20:47:00
"1109","PM12",2016-06-30,"9:00","PM","deer",2,0,0,2016-06-30 21:00:00
"1110","PM12",2016-06-30,"9:03","PM","deer",1,0,0,2016-06-30 21:03:00
"1111","PM12",2016-07-01,"5:54","AM","deer",1,0,0,2016-07-01 05:54:00
"1112","PM12",2016-07-01,"5:55","AM","deer",1,0,0,2016-07-01 05:55:00
"1113","PM12",2016-07-01,"5:56","AM","deer",1,0,0,2016-07-01 05:56:00
"1114","PM12",2016-07-01,"5:59","AM","deer",1,0,0,2016-07-01 05:59:00
"1115","PM12",2016-07-01,"8:33","PM","deer",1,0,0,2016-07-01 20:33:00
"1116","PM12",2016-07-01,"8:46","PM","deer",1,0,0,2016-07-01 20:46:00
"1117","PM12",2016-07-01,"10:08","PM","deer",2,0,0,2016-07-01 22:08:00
"1118","PM12",2016-07-01,"10:09","PM","deer",2,0,0,2016-07-01 22:09:00
"1119","PM12",2016-07-01,"10:11","PM","deer",1,0,0,2016-07-01 22:11:00
"1120","PM12",2016-07-01,"10:12","PM","deer",1,0,0,2016-07-01 22:12:00
"1121","PM12",2016-07-01,"10:13","PM","deer",1,0,0,2016-07-01 22:13:00
"1122","PM12",2016-07-01,"10:14","PM","deer",1,0,0,2016-07-01 22:14:00
"1123","PM12",2016-07-01,"10:15","PM","deer",2,0,0,2016-07-01 22:15:00
"1124","PM12",2016-07-01,"10:16","PM","deer",3,0,0,2016-07-01 22:16:00
"1125","PM12",2016-07-01,"10:17","PM","deer",2,0,0,2016-07-01 22:17:00
"1126","PM12",2016-07-01,"10:19","PM","deer",1,0,0,2016-07-01 22:19:00
"1127","PM12",2016-07-01,"10:20","PM","deer",3,0,0,2016-07-01 22:20:00
"1128","PM12",2016-07-01,"10:22","PM","deer",1,0,0,2016-07-01 22:22:00
"1129","PM12",2016-07-01,"10:23","PM","deer",2,0,0,2016-07-01 22:23:00
"1130","PM12",2016-07-01,"10:24","PM","deer",2,0,0,2016-07-01 22:24:00
"1131","PM12",2016-07-02,"5:59","AM","deer",1,0,0,2016-07-02 05:59:00
"1132","PM12",2016-07-02,"6:00","AM","deer",1,0,0,2016-07-02 06:00:00
"1133","PM12",2016-07-02,"6:01","AM","deer",1,0,0,2016-07-02 06:01:00
"1134","PM12",2016-07-02,"6:09","AM","deer",1,0,0,2016-07-02 06:09:00
"1135","PM12",2016-07-02,"6:13","AM","deer",1,0,0,2016-07-02 06:13:00
"1136","PM12",2016-07-02,"6:14","AM","deer",1,0,0,2016-07-02 06:14:00
"1137","PM12",2016-07-02,"6:15","AM","deer",1,0,0,2016-07-02 06:15:00
"1138","PM12",2016-07-02,"6:33","AM","deer",1,0,1,2016-07-02 06:33:00
"1139","PM12",2016-07-02,"6:34","AM","deer",2,0,2,2016-07-02 06:34:00
"1140","PM12",2016-07-02,"6:35","AM","deer",1,0,1,2016-07-02 06:35:00
"1141","PM12",2016-07-02,"6:39","AM","deer",1,0,1,2016-07-02 06:39:00
"1142","PM12",2016-07-02,"8:27","PM","deer",2,0,1,2016-07-02 20:27:00
"1143","PM12",2016-07-02,"8:40","PM","deer",1,0,0,2016-07-02 20:40:00
"1144","PM12",2016-07-02,"8:42","PM","deer",1,0,0,2016-07-02 20:42:00
"1145","PM12",2016-07-02,"9:34","PM","deer",2,0,0,2016-07-02 21:34:00
"1146","PM12",2016-07-02,"9:36","PM","deer",2,0,0,2016-07-02 21:36:00
"1147","PM12",2016-07-02,"9:42","PM","deer",1,0,0,2016-07-02 21:42:00
"1148","PM12",2016-07-02,"9:43","PM","deer",2,0,0,2016-07-02 21:43:00
"1149","PM12",2016-07-02,"5:20","AM","deer",1,0,0,2016-07-02 05:20:00
"1150","PM12",2016-07-02,"5:21","AM","deer",1,0,0,2016-07-02 05:21:00
"1151","PM12",2016-07-03,"5:28","AM","deer",1,0,0,2016-07-03 05:28:00
"1152","PM12",2016-07-03,"5:29","AM","deer",1,0,0,2016-07-03 05:29:00
"1153","PM12",2016-07-03,"6:23","AM","deer",1,0,0,2016-07-03 06:23:00
"1154","PM12",2016-07-03,"6:25","AM","deer",1,0,0,2016-07-03 06:25:00
"1155","PM12",2016-07-03,"6:26","AM","deer",2,0,1,2016-07-03 06:26:00
"1156","PM12",2016-07-03,"6:27","AM","deer",3,0,1,2016-07-03 06:27:00
"1157","PM12",2016-07-03,"6:28","AM","deer",3,0,1,2016-07-03 06:28:00
"1158","PM12",2016-06-29,"10:09","PM","deer",2,0,0,2016-06-29 22:09:00
"1159","PM12",2016-07-03,"6:29","AM","deer",3,0,0,2016-07-03 06:29:00
"1160","PM12",2016-07-03,"6:33","AM","deer",3,0,1,2016-07-03 06:33:00
"1161","PM12",2016-07-03,"6:34","AM","deer",2,0,0,2016-07-03 06:34:00
"1162","PM12",2016-07-03,"6:40","AM","deer",1,0,0,2016-07-03 06:40:00
"1163","PM12",2016-07-03,"6:42","AM","deer",1,0,0,2016-07-03 06:42:00
"1164","PM12",2016-07-03,"6:42","AM","deer",1,0,0,2016-07-03 06:42:00
"1165","PM12",2016-07-03,"7:03","AM","deer",1,0,0,2016-07-03 07:03:00
"1166","PM12",2016-07-03,"10:41","AM","deer",1,0,0,2016-07-03 10:41:00
"1167","PM12",2016-07-03,"10:48","AM","deer",1,0,0,2016-07-03 10:48:00
"1168","PM12",2016-06-30,"3:08","AM","deer",1,0,0,2016-06-30 03:08:00
"1169","PM12",2016-07-03,"10:49","AM","deer",1,0,0,2016-07-03 10:49:00
"1170","PM12",2016-07-03,"7:50","PM","deer",1,0,0,2016-07-03 19:50:00
"1171","PM12",2016-07-03,"7:54","PM","deer",1,0,0,2016-07-03 19:54:00
"1172","PM12",2016-07-03,"7:55","PM","deer",1,0,0,2016-07-03 19:55:00
"1173","PM12",2016-07-03,"7:55","PM","deer",1,0,0,2016-07-03 19:55:00
"1174","PM12",2016-07-03,"8:40","PM","deer",2,0,0,2016-07-03 20:40:00
"1175","PM12",2016-07-03,"8:41","PM","deer",2,0,0,2016-07-03 20:41:00
"1176","PM12",2016-07-04,"12:19","AM","deer",1,0,0,2016-07-04 00:19:00
"1177","PM12",2016-07-04,"12:20","AM","deer",1,0,0,2016-07-04 00:20:00
"1178","PM12",2016-07-04,"12:21","AM","deer",1,0,0,2016-07-04 00:21:00
"1179","PM12",2016-07-04,"3:52","AM","deer",1,0,0,2016-07-04 03:52:00
"1180","PM12",2016-07-04,"5:59","AM","deer",1,0,0,2016-07-04 05:59:00
"1181","PM12",2016-07-04,"6:32","AM","deer",1,0,0,2016-07-04 06:32:00
"1182","PM12",2016-07-04,"6:36","AM","deer",1,0,0,2016-07-04 06:36:00
"1183","PM12",2016-07-04,"6:37","AM","deer",2,0,1,2016-07-04 06:37:00
"1184","PM12",2016-07-05,"4:25","AM","deer",1,0,0,2016-07-05 04:25:00
"1185","PM12",2016-07-05,"5:44","AM","deer",1,0,0,2016-07-05 05:44:00
"1186","PM12",2016-07-14,"9:11","PM","deer",1,0,0,2016-07-14 21:11:00
"1187","PM12",2016-06-10,"7:20","PM","deer",1,0,0,2016-06-10 19:20:00
"1188","PM12",2016-06-10,"7:48","PM","deer",1,0,0,2016-06-10 19:48:00
"1189","PM12",2016-06-10,"8:13","PM","deer",1,0,0,2016-06-10 20:13:00
"1190","PM12",2016-06-13,"9:12","PM","deer",1,0,0,2016-06-13 21:12:00
"1191","PM12",2016-06-14,"5:01","AM","deer",1,0,0,2016-06-14 05:01:00
"1192","PM12",2016-06-14,"7:26","PM","deer",1,0,0,2016-06-14 19:26:00
"1193","PM12",2016-06-14,"7:52","PM","deer",1,0,0,2016-06-14 19:52:00
"1194","PM12",2016-06-14,"8:51","PM","deer",1,0,0,2016-06-14 20:51:00
"1195","PM12",2016-06-15,"10:10","PM","deer",1,0,0,2016-06-15 22:10:00
"1196","PM12",2016-06-15,"11:14","PM","deer",2,0,0,2016-06-15 23:14:00
"1197","PM12",2016-06-15,"11:15","PM","deer",2,0,0,2016-06-15 23:15:00
"1198","PM12",2016-06-15,"11:18","PM","deer",1,0,0,2016-06-15 23:18:00
"1199","PM12",2016-06-16,"12:23","AM","deer",1,0,0,2016-06-16 00:23:00
"1200","PM12",2016-06-16,"1:01","AM","deer",1,0,0,2016-06-16 01:01:00
"1201","PM12",2016-06-16,"1:07","AM","deer",2,0,0,2016-06-16 01:07:00
"1202","PM12",2016-06-16,"1:22","AM","deer",1,0,0,2016-06-16 01:22:00
"1203","PM12",2016-06-16,"3:30","AM","deer",1,0,0,2016-06-16 03:30:00
"1204","PM12",2016-06-16,"5:22","AM","deer",1,0,0,2016-06-16 05:22:00
"1205","PM12",2016-06-16,"7:19","AM","deer",1,0,0,2016-06-16 07:19:00
"1206","PM12",2016-06-16,"7:32","AM","deer",1,0,0,2016-06-16 07:32:00
"1207","PM12",2016-06-09,"9:29","PM","deer",1,0,0,2016-06-09 21:29:00
"1208","PM12",2016-06-16,"9:24","PM","deer",2,0,0,2016-06-16 21:24:00
"1209","PM12",2016-06-16,"9:25","PM","deer",2,0,0,2016-06-16 21:25:00
"1210","PM12",2016-06-16,"9:26","PM","deer",2,0,0,2016-06-16 21:26:00
"1211","PM12",2016-06-16,"9:27","PM","deer",2,0,0,2016-06-16 21:27:00
"1213","PM12",2016-06-17,"5:15","AM","deer",1,0,0,2016-06-17 05:15:00
"1214","PM12",2016-06-17,"5:17","AM","deer",1,0,0,2016-06-17 05:17:00
"1215","PM12",2016-06-17,"5:43","AM","deer",1,0,0,2016-06-17 05:43:00
"1216","PM12",2016-06-18,"1:12","AM","deer",1,0,0,2016-06-18 01:12:00
"1217","PM12",2016-06-18,"2:47","AM","deer",1,0,0,2016-06-18 02:47:00
"1218","PM12",2016-06-09,"9:32","PM","deer",1,0,0,2016-06-09 21:32:00
"1219","PM12",2016-06-18,"3:07","AM","deer",1,0,0,2016-06-18 03:07:00
"1220","PM12",2016-06-18,"4:36","AM","deer",1,0,0,2016-06-18 04:36:00
"1221","PM12",2016-06-18,"5:47","AM","deer",1,0,0,2016-06-18 05:47:00
"1222","PM12",2016-06-19,"6:01","AM","deer",1,0,0,2016-06-19 06:01:00
"1223","PM12",2016-06-19,"6:03","AM","deer",1,0,0,2016-06-19 06:03:00
"1224","PM12",2016-06-19,"6:10","AM","deer",2,0,1,2016-06-19 06:10:00
"1225","PM12",2016-06-21,"4:10","AM","deer",1,0,0,2016-06-21 04:10:00
"1226","PM12",2016-06-22,"12:24","AM","deer",1,0,0,2016-06-22 00:24:00
"1227","PM12",2016-06-22,"12:28","AM","deer",1,0,0,2016-06-22 00:28:00
"1228","PM12",2016-06-22,"1:41","PM","deer",1,0,0,2016-06-22 13:41:00
"1229","PM12",2016-06-09,"9:36","PM","deer",1,0,0,2016-06-09 21:36:00
"1230","PM12",2016-06-24,"6:16","AM","deer",1,0,0,2016-06-24 06:16:00
"1232","PM12",2016-06-25,"12:12","PM","deer",1,0,0,2016-06-25 12:12:00
"1233","PM12",2016-06-25,"12:12","PM","deer",1,0,0,2016-06-25 12:12:00
"1235","PM12",2016-06-26,"9:15","PM","deer",1,0,0,2016-06-26 21:15:00
"1237","PM12",2016-06-27,"7:13","PM","deer",1,0,0,2016-06-27 19:13:00
"1238","PM12",2016-06-27,"8:39","PM","deer",1,0,0,2016-06-27 20:39:00
"1239","PM12",2016-06-28,"8:48","PM","deer",1,0,0,2016-06-28 20:48:00
"1240","PM12",2016-06-10,"12:48","AM","deer",1,0,0,2016-06-10 00:48:00
"1241","PM12",2016-06-10,"4:41","AM","deer",1,0,0,2016-06-10 04:41:00
"1242","PM12",2016-06-10,"6:44","PM","deer",1,0,0,2016-06-10 18:44:00
"1243","PM12",2016-06-10,"6:44","PM","deer",1,0,0,2016-06-10 18:44:00
"1244","PM12",2016-09-15,"8:04","PM","deer",1,0,0,2016-09-15 20:04:00
"1245","PM12",2016-09-15,"8:07","PM","deer",1,0,0,2016-09-15 20:07:00
"1246","PM12",2016-09-15,"8:15","PM","deer",1,0,0,2016-09-15 20:15:00
"1247","PM12",2016-09-15,"8:17","PM","deer",1,0,0,2016-09-15 20:17:00
"1248","PM12",2016-09-15,"8:18","PM","deer",1,0,0,2016-09-15 20:18:00
"1249","PM12",2016-09-15,"8:19","PM","deer",1,0,0,2016-09-15 20:19:00
"1250","PM12",2016-09-19,"10:24","PM","deer",1,0,0,2016-09-19 22:24:00
"1251","PM12",2016-09-25,"3:41","AM","deer",1,0,0,2016-09-25 03:41:00
"1252","PM12",2016-09-25,"3:47","AM","deer",2,0,0,2016-09-25 03:47:00
"1253","PM12",2016-09-28,"4:09","AM","deer",1,0,0,2016-09-28 04:09:00
"1254","PM15",2016-09-12,"4:49","PM","deer",1,1,0,2016-09-12 16:49:00
"1255","PM15",2016-09-17,"5:39","AM","deer",1,0,0,2016-09-17 05:39:00
"1256","PM15",2016-09-18,"5:34","PM","deer",1,0,0,2016-09-18 17:34:00
"1257","PM15",2016-09-18,"5:34","PM","deer",1,0,0,2016-09-18 17:34:00
"1258","PM15",2016-09-23,"12:17","AM","deer",1,0,0,2016-09-23 00:17:00
"1259","PM15",2016-09-25,"7:17","PM","deer",1,0,1,2016-09-25 19:17:00
"1260","PM15",2016-09-26,"9:50","AM","deer",1,0,0,2016-09-26 09:50:00
"1261","PM15",2016-07-06,"9:47","PM","deer",1,0,0,2016-07-06 21:47:00
"1262","PM15",2016-07-06,"9:48","PM","deer",1,0,0,2016-07-06 21:48:00
"1263","PM15",2016-07-07,"9:44","AM","deer",1,0,0,2016-07-07 09:44:00
"1264","PM15",2016-07-12,"4:50","PM","deer",1,0,0,2016-07-12 16:50:00
"1265","PM15",2016-07-12,"4:51","PM","deer",1,0,0,2016-07-12 16:51:00
"1266","PM15",2016-07-13,"7:41","PM","deer",1,0,0,2016-07-13 19:41:00
"1267","PM15",2016-07-13,"9:07","PM","deer",1,0,0,2016-07-13 21:07:00
"1268","PM15",2016-07-15,"8:12","PM","deer",1,0,0,2016-07-15 20:12:00
"1269","PM15",2016-07-15,"8:13","PM","deer",1,0,0,2016-07-15 20:13:00
"1270","PM15",2016-07-17,"7:30","PM","deer",1,0,0,2016-07-17 19:30:00
"1271","PM15",2016-07-25,"8:26","AM","deer",1,0,0,2016-07-25 08:26:00
"1272","PM15",2016-07-26,"9:26","AM","deer",1,0,1,2016-07-26 09:26:00
"1273","PM15",2016-08-02,"7:48","AM","deer",1,0,0,2016-08-02 07:48:00
"1274","PM15",2016-08-15,"8:54","AM","deer",1,0,1,2016-08-15 08:54:00
"1275","PM15",2016-08-15,"11:49","AM","deer",1,0,1,2016-08-15 11:49:00
"1276","PM15",2016-08-15,"11:51","AM","deer",1,0,1,2016-08-15 11:51:00
"1277","PM15",2016-09-23,"8:18","PM","deer",1,0,0,2016-09-23 20:18:00
"1278","PM16",2016-06-08,"6:28","PM","deer",1,0,0,2016-06-08 18:28:00
"1279","PM16",2016-06-08,"6:24","PM","deer",1,0,0,2016-06-08 18:24:00
"1280","PM16",2016-06-08,"6:30","PM","deer",1,0,0,2016-06-08 18:30:00
"1281","PM16",2016-06-10,"7:51","PM","deer",1,0,0,2016-06-10 19:51:00
"1282","PM16",2016-06-12,"3:15","PM","deer",1,0,0,2016-06-12 15:15:00
"1283","PM16",2016-06-13,"9:17","PM","deer",1,0,0,2016-06-13 21:17:00
"1284","PM16",2016-06-13,"9:18","PM","deer",1,0,0,2016-06-13 21:18:00
"1285","PM16",2016-06-15,"6:19","AM","deer",1,0,0,2016-06-15 06:19:00
"1286","PM16",2016-06-17,"12:55","AM","deer",1,0,0,2016-06-17 00:55:00
"1287","PM16",2016-06-17,"4:35","AM","deer",1,0,0,2016-06-17 04:35:00
"1288","PM16",2016-06-17,"7:12","AM","deer",1,0,0,2016-06-17 07:12:00
"1289","PM16",2016-06-18,"2:38","AM","deer",1,0,0,2016-06-18 02:38:00
"1290","PM16",2016-06-19,"6:35","PM","deer",1,0,0,2016-06-19 18:35:00
"1292","PM16",2016-06-24,"4:51","AM","deer",1,0,0,2016-06-24 04:51:00
"1295","PM16",2016-06-26,"10:07","PM","deer",1,0,0,2016-06-26 22:07:00
"1296","PM16",2016-06-27,"12:03","AM","deer",1,0,0,2016-06-27 00:03:00
"1297","PM16",2016-06-30,"6:10","AM","deer",1,0,0,2016-06-30 06:10:00
"1299","PM16",2016-07-06,"3:16","AM","deer",1,0,0,2016-07-06 03:16:00
"1300","PM16",2016-07-06,"5:09","AM","deer",1,0,0,2016-07-06 05:09:00
"1301","PM16",2016-07-08,"5:29","PM","deer",1,0,0,2016-07-08 17:29:00
"1303","PM16",2016-07-12,"7:39","PM","deer",1,0,0,2016-07-12 19:39:00
"1304","PM16",2016-07-14,"4:25","PM","deer",1,0,0,2016-07-14 16:25:00
"1305","PM16",2016-07-16,"1:52","PM","deer",1,0,0,2016-07-16 13:52:00
"1306","PM16",2016-07-17,"2:00","AM","deer",1,0,0,2016-07-17 02:00:00
"1307","PM16",2016-07-17,"2:49","PM","deer",1,0,0,2016-07-17 14:49:00
